date,quarter,report_period_end,effective_date,canonical_stock_id,ticker,stock_code,stock_name,institution_id,institution_type,institution_code,institution_short_name,institution_full_name,holding_shares_10k,holding_ratio,float_holding_ratio,source,record_status
2018-04-30,20181,2018-03-31,2018-04-27,CMIN-CN:002044.SZ,002044.SZ,002044,美年健康,SINA:70010118,全国社保,70010118,全国社保基金一一八组合,全国社保基金一一八组合,7052.9919,2.71,6.63,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-21,CMIN-CN:002049.SZ,002049.SZ,002049,紫光国微,SINA:161024,基金,161024,富国中证军工指数A,富国中证军工指数A,784.4243,1.29,1.29,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-21,CMIN-CN:002049.SZ,002049.SZ,002049,紫光国微,SINA:70010105,全国社保,70010105,全国社保基金一零五组合,全国社保基金一零五组合,433.8129,0.71,0.71,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-26,CMIN-CN:002050.SZ,002050.SZ,002050,三花智控,SINA:020001,基金,020001,国泰金鹰增长灵活配置混合,国泰金鹰增长灵活配置混合,1238.8833,0.58,0.78,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-26,CMIN-CN:002050.SZ,002050.SZ,002050,三花智控,SINA:70010112,全国社保,70010112,全国社保基金一一二组合,全国社保基金一一二组合,1250.9594,0.59,0.79,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-26,CMIN-CN:002050.SZ,002050.SZ,002050,三花智控,SINA:70010113,全国社保,70010113,全国社保基金一一三组合,全国社保基金一一三组合,1496.5582,0.71,0.94,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-26,CMIN-CN:002050.SZ,002050.SZ,002050,三花智控,SINA:70010116,全国社保,70010116,全国社保基金一一六组合,全国社保基金一一六组合,1059.7455,0.5,0.67,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-26,CMIN-CN:002050.SZ,002050.SZ,002050,三花智控,SINA:70010414,全国社保,70010414,全国社保基金四一四组合,全国社保基金四一四组合,999.9683,0.47,0.63,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-26,CMIN-CN:002050.SZ,002050.SZ,002050,三花智控,SINA:80044863,QFII,80044863,UBS AG,UBS AG,1075.6861,0.51,0.68,Sina Finance via AKShare,monthly_asof_institution_holding
2018-04-30,20181,2018-03-31,2018-04-28,CMIN-CN:002120.SZ,002120.SZ,002120,韵达股份,SINA:001048,基金,001048,富国新兴产业股票A,富国新兴产业股票A,539.057,0.44,2.99,Sina Finance via AKShare,monthly_asof_institution_holding
