date,src_ticker,dst_ticker,relation_type,shared_etf_ticker,shared_theme,shared_concept_count,edge_weight,source,record_status
2018-06-30,AMZN,NFLX,same_theme_etf_holding,ARKG,Biotechnology,1,0.00736362601331,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,AMZN,NVDA,same_theme_etf_holding,ARKG,Biotechnology,1,0.00835236331827,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,AMZN,PYPL,same_theme_etf_holding,ARKG,Biotechnology,1,0.00345009201656,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,AMZN,TSLA,same_theme_etf_holding,ARKG,Biotechnology,1,0.0118440456848,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,AVGO,NVDA,same_theme_etf_holding,SMH,Semiconductor,1,0.0164686839946,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,DE,MSFT,same_theme_etf_holding,ARKG,Biotechnology,1,0.000605164904941,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,DE,NFLX,same_theme_etf_holding,ARKG,Biotechnology,1,0.0014416265091,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,DE,NVDA,same_theme_etf_holding,ARKG,Biotechnology,1,0.00163519825035,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,DE,PYPL,same_theme_etf_holding,ARKG,Biotechnology,1,0.000675447680383,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,DE,TSLA,same_theme_etf_holding,ARKG,Biotechnology,1,0.00231878835282,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,MSFT,NFLX,same_theme_etf_holding,ARKG,Biotechnology,1,0.00256979153949,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,MSFT,NVDA,same_theme_etf_holding,ARKG,Biotechnology,1,0.00291484555995,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,MSFT,PYPL,same_theme_etf_holding,ARKG,Biotechnology,1,0.00120402872968,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,MSFT,TSLA,same_theme_etf_holding,ARKG,Biotechnology,1,0.00413338867823,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,NFLX,NVDA,same_theme_etf_holding,ARKG,Biotechnology,1,0.00694375796555,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,NFLX,PYPL,same_theme_etf_holding,ARKG,Biotechnology,1,0.0028682425571,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,NFLX,TSLA,same_theme_etf_holding,ARKG,Biotechnology,1,0.00984657676329,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,NVDA,PYPL,same_theme_etf_holding,ARKG,Biotechnology,1,0.00325337053763,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,NVDA,TSLA,same_theme_etf_holding,ARKG,Biotechnology,1,0.0111687077018,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-06-30,PYPL,TSLA,same_theme_etf_holding,ARKG,Biotechnology,1,0.00461343308582,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
2018-07-31,AAPL,AMZN,same_theme_etf_holding,ARKG,Biotechnology,1,0.00780359863902,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,aggregated_shared_theme_etf
