date,stock_ticker,stock_name,etf_ticker,theme,report_date,filing_date,market_value,shares,source,record_status
2021-04-30,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2021-01-31,2021-04-01,39583716.12,148387,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,AVGO,Broadcom Inc.,PSI,Semiconductor,2021-01-31,2021-04-01,23152997,51394,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,AVGO,Broadcom Inc.,SMH,Semiconductor,2020-12-31,2021-02-23,197859160.8,451888,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,BABA,Alibaba Group Holding Limited,ARKW,Internet,2021-01-29,2021-03-19,83293806.84,328148,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,BABA,Alibaba Group Holding Limited,EMQQ,Internet,2021-02-28,2021-04-27,139600070.72,587147,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,BABA,Alibaba Group Holding Limited,PNQI,Internet,2021-01-31,2021-03-31,74816900.16,294752,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,BABA,Alibaba Group Holding Limited,SKYY,Cloud Computing,2020-12-31,2021-02-24,197470939.54,848498,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,CAT,Caterpillar Inc.,ARKQ,Robotics,2021-01-29,2021-03-19,71922490.92,393363,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,CSCO,"Cisco Systems, Inc.",CIBR,Cybersecurity,2020-12-31,2021-02-24,170573798.75,3811705,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,CSCO,"Cisco Systems, Inc.",FDN,Internet,2020-12-31,2021-02-19,482888658,10790808,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,CSCO,"Cisco Systems, Inc.",GRID,Infrastructure,2020-12-31,2021-02-24,2665981.25,59575,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,CSCO,"Cisco Systems, Inc.",HACK,Cybersecurity,2020-12-31,2021-02-25,62834504.25,1404123,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,CSCO,"Cisco Systems, Inc.",SKYY,Cloud Computing,2020-12-31,2021-02-24,154964282.75,3462889,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,D,"Dominion Energy, Inc.",NLR,Nuclear,2020-12-31,2021-02-10,1403984,18670,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,DE,Deere & Company,ARKQ,Robotics,2021-01-29,2021-03-19,123481349.6,427567,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,DE,Deere & Company,MOO,Agribusiness,2020-12-31,2021-02-10,64712444.1,240522,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,DE,Deere & Company,ROBO,Robotics,2021-01-31,2021-03-31,21099439.2,73059,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,DHR,Danaher Corporation,IHI,Healthcare Innovation,2020-12-31,2021-02-25,716999056.6,3227690,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,DHR,Danaher Corporation,PHO,Water,2021-01-31,2021-04-01,109751030.16,461449,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,DHR,Danaher Corporation,PIO,Water,2021-01-31,2021-04-01,19516436.88,82057,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,DUK,Duke Energy Corporation,NLR,Nuclear,2020-12-31,2021-02-10,1386493.08,15143,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,ECL,Ecolab Inc.,PHO,Water,2021-01-31,2021-04-01,95428456.2,466620,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,ECL,Ecolab Inc.,PIO,Water,2021-01-31,2021-04-01,16969626.27,82977,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,EXC,Exelon Corporation,NLR,Nuclear,2020-12-31,2021-02-10,1244265.62,29471,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,FB,"Meta Platforms, Inc.",ARKW,Internet,2021-01-29,2021-03-19,136381448.55,527935,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,FB,"Meta Platforms, Inc.",FDN,Internet,2020-12-31,2021-02-19,773366767.76,2831186,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,FB,"Meta Platforms, Inc.",PNQI,Internet,2021-01-31,2021-03-31,72400857.45,280265,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,GOOG,Alphabet Inc.,ARKG,Biotechnology,2021-01-29,2021-03-19,146665740.96,80261,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,GOOG,Alphabet Inc.,ARKQ,Robotics,2021-01-29,2021-03-19,100365413.02,54673,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,GOOG,Alphabet Inc.,FDN,Internet,2020-12-31,2021-02-19,939992937.72,536444,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,GOOG,Alphabet Inc.,PNQI,Internet,2021-01-31,2021-03-31,80935940.86,44089,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,GOOG,Alphabet Inc.,SKYY,Cloud Computing,2020-12-31,2021-02-24,223235509.44,127371,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,HON,Honeywell International Inc.,ARKQ,Robotics,2021-01-29,2021-03-19,10833657.24,55452,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,HON,Honeywell International Inc.,GRID,Infrastructure,2020-12-31,2021-02-24,2615784.6,12298,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,HON,Honeywell International Inc.,PPA,Defense,2021-01-31,2021-04-01,42637939.54,218242,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,JD,"JD.com, Inc.",ARKQ,Robotics,2021-01-29,2021-03-19,120406696.97,1357613,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,JD,"JD.com, Inc.",ARKW,Internet,2021-01-29,2021-03-19,67724393.52,763608,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,JD,"JD.com, Inc.",EMQQ,Internet,2021-02-28,2021-04-27,121214612.61,1291303,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,JD,"JD.com, Inc.",PNQI,Internet,2021-01-31,2021-03-31,27934689.3,314970,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,MSFT,Microsoft Corporation,IGV,Cloud Computing,2020-12-31,2021-02-25,509994157.86,2292933,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,MSFT,Microsoft Corporation,SKYY,Cloud Computing,2020-12-31,2021-02-24,232176675.72,1043866,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NFLX,"Netflix, Inc.",ARKW,Internet,2021-01-29,2021-03-19,167960526.76,315484,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NFLX,"Netflix, Inc.",FDN,Internet,2020-12-31,2021-02-19,565589521.02,1045974,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NFLX,"Netflix, Inc.",PNQI,Internet,2021-01-31,2021-03-31,42111516.61,79099,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NGG,National Grid plc,GRID,Infrastructure,2020-12-31,2021-02-24,678706.68,57377,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2021-04-30,NVDA,NVIDIA Corporation,ARKQ,Robotics,2021-01-29,2021-03-19,44632261.41,85899,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NVDA,NVIDIA Corporation,ARKW,Internet,2021-01-29,2021-03-19,91761152.77,176603,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NVDA,NVIDIA Corporation,GRID,Infrastructure,2020-12-31,2021-02-24,2497160.4,4782,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NVDA,NVIDIA Corporation,PSI,Semiconductor,2021-01-31,2021-04-01,20225560.34,38926,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NVDA,NVIDIA Corporation,ROBO,Robotics,2021-01-31,2021-03-31,24882645.51,47889,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NVDA,NVIDIA Corporation,SMH,Semiconductor,2020-12-31,2021-02-23,261180418.8,500154,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,NVS,Novartis AG,ARKG,Biotechnology,2021-01-29,2021-03-19,326671337.75,3610825,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,ORCL,Oracle Corporation,GRID,Infrastructure,2020-12-31,2021-02-24,2116268.66,32714,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,ORCL,Oracle Corporation,IGV,Cloud Computing,2020-12-31,2021-02-25,332120530.08,5134032,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,ORCL,Oracle Corporation,SKYY,Cloud Computing,2020-12-31,2021-02-24,250444100.5,3871450,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,PYPL,"PayPal Holdings, Inc.",ARKW,Internet,2021-01-29,2021-03-19,131595993.92,561632,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,PYPL,"PayPal Holdings, Inc.",FDN,Internet,2020-12-31,2021-02-19,607998657.2,2596066,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,RTX,Raytheon Technologies Corporation,PPA,Defense,2021-01-31,2021-04-01,43423546.55,650735,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,RTX,Raytheon Technologies Corporation,XAR,Defense,2020-12-31,2021-02-26,46590910.3,651530,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,SNAP,Snap Inc.,ARKW,Internet,2021-01-29,2021-03-19,96382458.12,1820598,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,SNAP,Snap Inc.,FDN,Internet,2020-12-31,2021-02-19,280218307.17,5596531,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,SNAP,Snap Inc.,IGV,Cloud Computing,2020-12-31,2021-02-25,123821858.25,2472975,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,SNAP,Snap Inc.,PNQI,Internet,2021-01-31,2021-03-31,23625480.86,446269,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TMO,Thermo Fisher Scientific Inc.,ARKG,Biotechnology,2021-01-29,2021-03-19,157451427,308910,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TMO,Thermo Fisher Scientific Inc.,IHI,Healthcare Innovation,2020-12-31,2021-02-25,1148449059.66,2465647,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TSLA,"Tesla, Inc.",ARKQ,Robotics,2021-01-29,2021-03-19,306979461.09,386853,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TSLA,"Tesla, Inc.",ARKW,Internet,2021-01-29,2021-03-19,626253876,789200,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TSLA,"Tesla, Inc.",GRID,Infrastructure,2020-12-31,2021-02-24,3186805.72,4516,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TSLA,"Tesla, Inc.",LIT,Battery,2021-01-31,2021-03-31,156657105.54,197418,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TSLA,"Tesla, Inc.",PBW,Clean Energy,2021-01-31,2021-04-01,62446049.82,78694,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TSLA,"Tesla, Inc.",QCLN,Clean Energy,2020-12-31,2021-02-19,177313700.9,251270,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-04-30,TSLA,"Tesla, Inc.",SMOG,Clean Energy,2020-12-31,2021-02-10,24326561.91,34473,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,AAPL,Apple Inc.,ARKQ,Robotics,2021-01-29,2021-03-19,28912699.92,219102,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,AAPL,Apple Inc.,ARKW,Internet,2021-01-29,2021-03-19,64239843.48,486813,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ABBV,AbbVie Inc.,XBI,Biotechnology,2021-03-31,2021-05-28,49587702.64,458212,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ABT,Abbott Laboratories,IHI,Healthcare Innovation,2021-03-31,2021-05-27,1174577126.24,9801211,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ACN,Accenture plc,CIBR,Cybersecurity,2021-03-31,2021-05-20,229257665,829892,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2021-05-31,ADBE,Adobe Inc.,ARKW,Internet,2021-01-29,2021-03-19,70303749.88,153244,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ADBE,Adobe Inc.,IGV,Cloud Computing,2021-03-31,2021-05-27,459126607.1,965830,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ADBE,Adobe Inc.,PNQI,Internet,2021-01-31,2021-03-31,69592197.61,151693,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ADBE,Adobe Inc.,SKYY,Cloud Computing,2021-03-31,2021-05-20,116946724.44,246012,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,AMZN,"Amazon.com, Inc.",ARKQ,Robotics,2021-01-29,2021-03-19,29724680.2,9271,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,AMZN,"Amazon.com, Inc.",FDN,Internet,2021-03-31,2021-05-25,972234193.92,314224,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,AMZN,"Amazon.com, Inc.",PNQI,Internet,2021-01-31,2021-03-31,78574343.4,24507,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,AMZN,"Amazon.com, Inc.",SKYY,Cloud Computing,2021-03-31,2021-05-20,226251505.92,73124,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,APD,"Air Products and Chemicals, Inc.",PBW,Clean Energy,2021-01-31,2021-04-01,39583716.12,148387,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,AVGO,Broadcom Inc.,PSI,Semiconductor,2021-01-31,2021-04-01,23152997,51394,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,AVGO,Broadcom Inc.,SMH,Semiconductor,2021-03-31,2021-05-28,261255254.58,563463,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,BABA,Alibaba Group Holding Limited,ARKW,Internet,2021-01-29,2021-03-19,83293806.84,328148,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,BABA,Alibaba Group Holding Limited,EMQQ,Internet,2021-02-28,2021-04-27,139600070.72,587147,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,BABA,Alibaba Group Holding Limited,PNQI,Internet,2021-01-31,2021-03-31,74816900.16,294752,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,BABA,Alibaba Group Holding Limited,SKYY,Cloud Computing,2021-03-31,2021-05-20,215676912.5,951250,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,CAT,Caterpillar Inc.,ARKQ,Robotics,2021-01-29,2021-03-19,71922490.92,393363,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,CSCO,"Cisco Systems, Inc.",CIBR,Cybersecurity,2021-03-31,2021-05-20,239960978.94,4640514,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,CSCO,"Cisco Systems, Inc.",FDN,Internet,2021-03-31,2021-05-25,470613847.62,9101022,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,CSCO,"Cisco Systems, Inc.",GRID,Infrastructure,2021-03-31,2021-05-20,6021939.76,116456,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,CSCO,"Cisco Systems, Inc.",HACK,Cybersecurity,2021-03-31,2021-05-28,76424173.98,1477938,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,CSCO,"Cisco Systems, Inc.",SKYY,Cloud Computing,2021-03-31,2021-05-20,173764370.73,3360363,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,D,"Dominion Energy, Inc.",NLR,Nuclear,2021-03-31,2021-05-28,1735306.2,22845,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,DE,Deere & Company,ARKQ,Robotics,2021-01-29,2021-03-19,123481349.6,427567,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,DE,Deere & Company,MOO,Agribusiness,2021-03-31,2021-05-28,92052657.32,246038,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,DE,Deere & Company,ROBO,Robotics,2021-01-31,2021-03-31,21099439.2,73059,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,DHR,Danaher Corporation,IHI,Healthcare Innovation,2021-03-31,2021-05-27,663919826.48,2949706,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,DHR,Danaher Corporation,PHO,Water,2021-01-31,2021-04-01,109751030.16,461449,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,DHR,Danaher Corporation,PIO,Water,2021-01-31,2021-04-01,19516436.88,82057,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,DUK,Duke Energy Corporation,NLR,Nuclear,2021-03-31,2021-05-28,1778275.66,18422,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ECL,Ecolab Inc.,PHO,Water,2021-01-31,2021-04-01,95428456.2,466620,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ECL,Ecolab Inc.,PIO,Water,2021-01-31,2021-04-01,16969626.27,82977,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,EXC,Exelon Corporation,NLR,Nuclear,2021-03-31,2021-05-28,1529150.4,34960,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,FB,"Meta Platforms, Inc.",ARKW,Internet,2021-01-29,2021-03-19,136381448.55,527935,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,FB,"Meta Platforms, Inc.",FDN,Internet,2021-03-31,2021-05-25,786876951.08,2671636,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,FB,"Meta Platforms, Inc.",PNQI,Internet,2021-01-31,2021-03-31,72400857.45,280265,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,GOOG,Alphabet Inc.,ARKG,Biotechnology,2021-01-29,2021-03-19,146665740.96,80261,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,GOOG,Alphabet Inc.,ARKQ,Robotics,2021-01-29,2021-03-19,100365413.02,54673,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,GOOG,Alphabet Inc.,FDN,Internet,2021-03-31,2021-05-25,932013952.79,451227,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,GOOG,Alphabet Inc.,PNQI,Internet,2021-01-31,2021-03-31,80935940.86,44089,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,GOOG,Alphabet Inc.,SKYY,Cloud Computing,2021-03-31,2021-05-20,230713487.2,111860,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,HON,Honeywell International Inc.,ARKQ,Robotics,2021-01-29,2021-03-19,10833657.24,55452,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,HON,Honeywell International Inc.,GRID,Infrastructure,2021-03-31,2021-05-20,4871702.01,22443,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,HON,Honeywell International Inc.,PPA,Defense,2021-01-31,2021-04-01,42637939.54,218242,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,JD,"JD.com, Inc.",ARKQ,Robotics,2021-01-29,2021-03-19,120406696.97,1357613,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,JD,"JD.com, Inc.",ARKW,Internet,2021-01-29,2021-03-19,67724393.52,763608,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,JD,"JD.com, Inc.",EMQQ,Internet,2021-02-28,2021-04-27,121214612.61,1291303,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,JD,"JD.com, Inc.",PNQI,Internet,2021-01-31,2021-03-31,27934689.3,314970,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,MSFT,Microsoft Corporation,IGV,Cloud Computing,2021-03-31,2021-05-27,433148156.28,1837164,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,MSFT,Microsoft Corporation,SKYY,Cloud Computing,2021-03-31,2021-05-20,229468810.98,973274,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NFLX,"Netflix, Inc.",ARKW,Internet,2021-01-29,2021-03-19,167960526.76,315484,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NFLX,"Netflix, Inc.",FDN,Internet,2021-03-31,2021-05-25,475018379.4,910590,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NFLX,"Netflix, Inc.",PNQI,Internet,2021-01-31,2021-03-31,42111516.61,79099,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NGG,National Grid plc,GRID,Infrastructure,2021-03-31,2021-05-20,1268669.84,106511,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_target_universe_name_match
2021-05-31,NVDA,NVIDIA Corporation,ARKQ,Robotics,2021-01-29,2021-03-19,44632261.41,85899,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NVDA,NVIDIA Corporation,ARKW,Internet,2021-01-29,2021-03-19,91761152.77,176603,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NVDA,NVIDIA Corporation,GRID,Infrastructure,2021-03-31,2021-05-20,5086217.18,9526,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NVDA,NVIDIA Corporation,PSI,Semiconductor,2021-01-31,2021-04-01,20225560.34,38926,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NVDA,NVIDIA Corporation,ROBO,Robotics,2021-01-31,2021-03-31,24882645.51,47889,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NVDA,NVIDIA Corporation,SMH,Semiconductor,2021-03-31,2021-05-28,388472517.96,727572,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,NVS,Novartis AG,ARKG,Biotechnology,2021-01-29,2021-03-19,326671337.75,3610825,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ORCL,Oracle Corporation,GRID,Infrastructure,2021-03-31,2021-05-20,4066421.67,57951,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ORCL,Oracle Corporation,IGV,Cloud Computing,2021-03-31,2021-05-27,300415523.01,4281253,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,ORCL,Oracle Corporation,SKYY,Cloud Computing,2021-03-31,2021-05-20,246012932.52,3505956,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
2021-05-31,PYPL,"PayPal Holdings, Inc.",ARKW,Internet,2021-01-29,2021-03-19,131595993.92,561632,SEC EDGAR ETF_Holdings.csv; CMIN-US ticker resolution,resolved_by_cusip
