year,ticker,canonical_stock_id,valid_from,valid_to,source_name,source_url
2021,JD,NASDAQ100:JD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,KDP,NASDAQ100:KDP,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,KHC,NASDAQ100:KHC,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,KLAC,NASDAQ100:KLAC,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,LCID,NASDAQ100:LCID,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,LRCX,NASDAQ100:LRCX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,LULU,NASDAQ100:LULU,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MAR,NASDAQ100:MAR,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MCHP,NASDAQ100:MCHP,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MDLZ,NASDAQ100:MDLZ,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MELI,NASDAQ100:MELI,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,META,NASDAQ100:META,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MNST,NASDAQ100:MNST,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MRNA,NASDAQ100:MRNA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MRVL,NASDAQ100:MRVL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MSFT,NASDAQ100:MSFT,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MTCH,NASDAQ100:MTCH,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,MU,NASDAQ100:MU,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,NFLX,NASDAQ100:NFLX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,NTES,NASDAQ100:NTES,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,NVDA,NASDAQ100:NVDA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,NXPI,NASDAQ100:NXPI,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ODFL,NASDAQ100:ODFL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ON,NASDAQ100:ON,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ORLY,NASDAQ100:ORLY,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PANW,NASDAQ100:PANW,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PAYX,NASDAQ100:PAYX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PCAR,NASDAQ100:PCAR,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PDD,NASDAQ100:PDD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PEP,NASDAQ100:PEP,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,PYPL,NASDAQ100:PYPL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,QCOM,NASDAQ100:QCOM,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,REGN,NASDAQ100:REGN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ROST,NASDAQ100:ROST,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SBUX,NASDAQ100:SBUX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SGEN,NASDAQ100:SGEN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SIRI,NASDAQ100:SIRI,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SNPS,NASDAQ100:SNPS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SPLK,NASDAQ100:SPLK,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,SWKS,NASDAQ100:SWKS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TEAM,NASDAQ100:TEAM,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TMUS,NASDAQ100:TMUS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TSLA,NASDAQ100:TSLA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TTD,NASDAQ100:TTD,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,TXN,NASDAQ100:TXN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,VRSK,NASDAQ100:VRSK,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,VRSN,NASDAQ100:VRSN,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,VRTX,NASDAQ100:VRTX,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,WBA,NASDAQ100:WBA,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,WDAY,NASDAQ100:WDAY,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,XEL,NASDAQ100:XEL,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ZM,NASDAQ100:ZM,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
2021,ZS,NASDAQ100:ZS,2021-01-01,2021-12-31,annual Nasdaq-100 constituent files supplied in exports,
